Folio,ClienteID,VendedorID,Embarque,TimeID
SA0015566,5718,4,PAQ,20150720
SA0015567,5969,9,PAQ,20180721
SA0015568,5086,8,RUT,20211211
SA0015569,5097,1,PAQ,20140716
SA0015570,5146,1,PAQ,20141015
SA0015571,5026,2,PAQ,20140404
SA0015572,5600,5,PAQ,20170502
SA0015573,5885,4,PAQ,20150818
SA0015574,5912,10,RUT,20170630
SA0015575,5040,7,PAQ,20190819
SA0015576,5409,8,RUT,20151005
SA0015577,5020,8,PAQ,20161007
SA0015578,5409,8,RUT,20141220
SA0015579,5046,7,PAQ,20150924
SA0015580,5409,8,RUT,20210118
SA0015581,5028,4,PAQ,20141124
SA0015582,5452,6,PAQ,20220725
SA0015583,5272,8,RUT,20140730
SA0015584,0024,3,RUT,20181119
SA0015585,0024,3,RUT,20210715
SA0015586,0024,3,RUT,20190708
SA0015587,0024,3,MOS,20141026
SA0015588,0006,3,RUT,20201213
SA0015589,0006,3,RUT,20150417
SA0015590,5467,5,RUT,20201221
SA0015591,5063,8,RUT,20211123
SA0015592,5063,8,RUT,20201005
SA0015593,0105,3,MOS,20150630
SA0015594,0083,3,MOS,20160115
SA0015595,0105,3,MOS,20200207
SA0015596,0117,10,MOS,20190918
SA0015597,0117,10,MOS,20190825
SA0015598,0105,3,MOS,20200211
SA0015599,5082,2,RUT,20140920
SA0015600,5082,2,RUT,20190929
SA0015601,5082,2,RUT,20150103
SA0015602,5080,2,RUT,20140925
SA0015603,5082,2,RUT,20171130
SA0015604,5082,2,RUT,20150329
SA0015605,5082,2,RUT,20160311
SA0015606,0018,3,MOS,20180603
SA0015607,0137,10,RUT,20170416
SA0015608,0007,3,MOS,20181226
SA0015609,5074,8,RUT,20141203
SA0015610,5827,2,RUT,20220414
SA0015611,5827,2,RUT,20220501
SA0015612,5862,9,RUT,20140605
SA0015613,5862,9,RUT,20220812
SA0015614,5180,8,RUT,20170311
SA0015615,5018,7,RUT,20180806
SA0015616,5018,7,RUT,20200712
SA0015617,0110,3,RUT,20191226
SA0015618,0006,3,RUT,20211220
SA0015619,5032,8,RUT,20180226
SA0015620,5018,7,RUT,20140516
SA0015621,5635,5,PAQ,20210825
SA0015622,5063,8,PAQ,20220731
SA0015623,5469,5,PAQ,20190902
SA0015624,5088,4,PAQ,20140404
SA0015625,5962,6,PAQ,20160131
SA0015626,5018,7,RUT,20220129
SA0015627,0135,10,RUT,20170318
SA0015628,5956,7,PAQ,20220630
SA0015629,5840,7,PAQ,20180331
SA0015630,5449,9,MOS,20180613
SA0015631,5146,1,PAQ,20161018
SA0015632,5018,7,RUT,20150902
SA0015633,5018,7,RUT,20220506
SA0015634,5018,7,RUT,20181014
SA0015635,5018,7,RUT,20220502
SA0015636,5285,4,MOS,20221101
SA0015637,5018,7,RUT,20201127
SA0015638,5018,7,RUT,20220614
SA0015639,5018,7,RUT,20140620
SA0015640,0089,3,MOS,20211120
SA0015641,0114,3,RUT,20191101
SA0015642,5018,7,RUT,20151027
SA0015643,5018,7,RUT,20150326
SA0015644,5088,4,PAQ,20170212
SA0015645,0114,3,RUT,20140330
SA0015646,5073,9,PAQ,20170309
SA0015647,5641,1,PAQ,20140212
SA0015648,0007,3,RUT,20180603
SA0015649,0112,0,MOS,20200625
SA0015650,0105,3,MOS,20180828
SA0015651,0011,3,MOS,20200527
SA0015652,0105,3,MOS,20170226
SA0015653,0157,10,RUT,20221213
SA0015654,0131,10,MOS,20220519
SA0015655,5028,4,PAQ,20220211
SA0015656,5146,1,PAQ,20180326
SA0015657,5048,1,PAQ,20200713
SA0015658,5751,9,PAQ,20160709
SA0015659,5074,8,PAQ,20200704
SA0015660,5941,5,PAQ,20181130
SA0015661,5610,9,PAQ,20190801
SA0015662,5870,6,RUT,20150410
SA0015663,5090,8,RUT,20180611
SA0015664,5698,6,RUT,20140418
SA0015665,5698,6,RUT,20210406
SA0015666,0011,3,MOS,20170802
SA0015667,5050,7,PAQ,20220120
SA0015668,5050,7,PAQ,20150529
SA0015669,5038,2,PAQ,20220226
SA0015670,5038,2,PAQ,20160612
SA0015671,0146,10,RUT,20190121
SA0015672,5026,2,PAQ,20190601
SA0015673,5020,8,PAQ,20220101
SA0015674,5199,9,PAQ,20200914
SA0015675,0158,10,RUT,20170427
SA0015676,5951,9,PAQ,20170520
SA0015677,5951,9,PAQ,20150907
SA0015678,5825,7,PAQ,20191103
SA0015679,5961,4,PAQ,20150902
SA0015680,5686,6,PAQ,20140127
SA0015681,5049,7,PAQ,20140917
SA0015682,5326,4,RUT,20210523
SA0015683,5070,1,RUT,20150831
SA0015684,5326,4,RUT,20140628
SA0015685,5841,7,RUT,20161221
SA0015686,5007,7,RUT,20161222
SA0015687,5177,7,RUT,20210103
SA0015688,5177,7,RUT,20171007
SA0015689,5704,6,RUT,20180919
SA0015690,5226,7,RUT,20150925
SA0015691,5226,7,RUT,20170311
SA0015692,5226,7,RUT,20161005
SA0015693,5764,3,MOS,20211003
SA0015694,5226,7,RUT,20190813
SA0015695,5200,8,RUT,20161120
SA0015696,5200,8,RUT,20220206
SA0015697,5200,8,RUT,20160917
SA0015698,5764,3,MOS,20170403
SA0015699,0083,3,MOS,20151208
SA0015700,0105,3,MOS,20210507
SA0015701,0158,10,RUT,20161224
SA0015702,5760,8,RUT,20200707
SA0015703,5760,8,RUT,20220722
SA0015704,5760,8,RUT,20211216
SA0015705,5976,4,RUT,20140812
SA0015706,5976,4,RUT,20211212
SA0015707,5157,7,RUT,20180416
SA0015708,5157,7,RUT,20160522
SA0015709,5219,1,RUT,20210518
SA0015710,5219,1,RUT,20191201
SA0015711,5775,7,PAQ,20170911
SA0015712,5046,7,PAQ,20210902
SA0015713,5189,1,PAQ,20190506
SA0015714,5272,8,PAQ,20190518
SA0015715,5819,5,PAQ,20190219
SA0015716,5825,7,PAQ,20220312
SA0015717,5186,7,RUT,20210321
SA0015718,5796,9,RUT,20180703
SA0015719,5796,9,RUT,20151221
SA0015720,5241,7,RUT,20190928
SA0015721,5241,7,RUT,20220521
SA0015722,5423,7,RUT,20160217
SA0015723,5449,9,RUT,20181218
SA0015724,5161,7,RUT,20191023
SA0015725,5161,7,RUT,20140309
SA0015726,5449,9,MOS,20150315
SA0015727,5161,7,RUT,20140207
SA0015728,5161,7,RUT,20150319
SA0015729,5020,8,PAQ,20160228
SA0015730,5028,4,PAQ,20210323
SA0015731,5049,7,PAQ,20150212
SA0015732,5452,6,PAQ,20160919
SA0015733,5046,7,PAQ,20140710
SA0015734,5020,8,PAQ,20141119
SA0015735,0121,3,MOS,20220503
SA0015736,5161,7,RUT,20140307
SA0015737,5221,7,RUT,20160331
SA0015738,0024,3,MOS,20171027
SA0015739,5221,7,RUT,20181121
SA0015740,5159,7,RUT,20200613
SA0015741,5159,7,RUT,20161021
SA0015742,5159,7,RUT,20170204
SA0015743,5159,7,RUT,20220517
SA0015744,9999,0,MOS,20160507
SA0015745,5637,5,RUT,20220316
SA0015746,0114,3,RUT,20191128
SA0015747,0114,3,RUT,20170903
SA0015748,5218,8,RUT,20220708
SA0015749,5218,8,RUT,20151214
SA0015750,5218,8,RUT,20171227
SA0015751,5218,8,RUT,20181015
SA0015752,5218,8,RUT,20221116
SA0015753,5218,8,RUT,20180717
SA0015754,0018,3,MOS,20150910
SA0015755,0121,3,MOS,20210623
SA0015756,5956,7,RUT,20181004
SA0015757,5330,4,RUT,20190228
SA0015758,5330,4,RUT,20190401
SA0015759,5062,7,RUT,20161208
SA0015760,5183,7,RUT,20150612
SA0015761,5374,6,RUT,20180601
SA0015762,5245,7,RUT,20190610
SA0015763,5099,7,RUT,20161021
SA0015764,5099,7,RUT,20180520
SA0015765,5184,2,RUT,20210621
SA0015766,5184,2,RUT,20210219
SA0015767,5248,1,RUT,20191127
SA0015768,5248,1,RUT,20221207
SA0015769,5143,1,RUT,20160724
SA0015770,5248,1,RUT,20160925
SA0015771,5248,1,RUT,20140217
SA0015772,5143,1,RUT,20210515
SA0015773,5818,1,RUT,20160607
SA0015774,5396,4,RUT,20210211
SA0015775,5396,4,RUT,20180209
SA0015776,5088,4,PAQ,20200304
SA0015777,5883,8,PAQ,20190826
SA0015778,5251,1,PAQ,20171031
SA0015779,5743,9,PAQ,20211008
SA0015780,5146,1,PAQ,20200812
SA0015781,5097,1,PAQ,20140713
SA0015782,5016,7,PAQ,20200331
SA0015783,0136,10,RUT,20160425
SA0015784,0117,10,RUT,20170817
SA0015785,0008,3,PAQ,20170914
SA0015786,5073,9,PAQ,20220823
SA0015787,5950,8,PAQ,20201118
SA0015788,5449,9,MOS,20210331
SA0015789,5673,6,PAQ,20211119
SA0015790,5116,6,RUT,20190203
SA0015791,0114,3,RUT,20181022
SA0015792,5063,8,PAQ,20150908
SA0015793,0114,3,RUT,20170525
SA0015794,5107,1,PAQ,20170201
SA0015795,5641,1,PAQ,20140424
SA0015796,5053,2,PAQ,20151114
SA0015797,5876,5,PAQ,20210810
SA0015798,0007,3,MOS,20161212
SA0015799,5969,9,PAQ,20220522
SA0015800,0024,3,MOS,20150830
SA0015801,0024,3,MOS,20221222
SA0015802,0083,3,MOS,20141226
SA0015803,5038,2,PAQ,20160902
SA0015804,5178,1,PAQ,20140429
SA0015805,0117,10,RUT,20190820
SA0015806,0124,10,RUT,20200516
SA0015807,0024,3,RUT,20170619
SA0015808,0148,10,RUT,20150217
SA0015809,5113,8,RUT,20171023
SA0015810,0105,3,MOS,20140920
SA0015811,5046,7,PAQ,20191127
SA0015812,5046,7,PAQ,20170615
SA0015813,5020,8,PAQ,20160226
SA0015814,5191,9,PAQ,20160716
SA0015815,5409,8,PAQ,20160204
SA0015816,5113,8,RUT,20151203
SA0015817,5661,1,PAQ,20170417
SA0015818,5113,8,RUT,20140322
SA0015819,5028,4,PAQ,20170519
SA0015820,5199,9,PAQ,20150606
SA0015821,5113,8,PAQ,20210627
SA0015822,5113,8,RUT,20140906
SA0015823,5113,8,RUT,20140712
SA0015824,5896,6,PAQ,20160522
SA0015825,5097,1,PAQ,20170514
SA0015826,5113,8,RUT,20160503
SA0015827,5490,4,PAQ,20210201
SA0015828,5669,6,PAQ,20190527
SA0015829,5048,1,PAQ,20201005
SA0015830,5155,1,PAQ,20211228
SA0015831,5113,8,RUT,20190228
SA0015832,5040,7,PAQ,20170830
SA0015833,5113,8,RUT,20201103
SA0015834,5113,8,RUT,20200219
SA0015835,5073,9,PAQ,20200116
SA0015836,5113,8,RUT,20191015
SA0015837,5885,4,PAQ,20191103
SA0015838,0098,3,MOS,20200926
SA0015839,5146,1,PAQ,20160603
SA0015840,5195,7,PAQ,20170502
SA0015841,5038,2,PAQ,20150412
SA0015842,5038,2,PAQ,20180916
SA0015843,5119,7,PAQ,20140620
SA0015844,5113,8,RUT,20140825
SA0015845,5028,4,PAQ,20190930
SA0015846,5050,7,PAQ,20220524
SA0015847,5026,2,PAQ,20141130
SA0015848,5432,8,PAQ,20140720
SA0015849,5889,6,PAQ,20160321
SA0015850,5113,8,RUT,20151220
SA0015851,5028,4,PAQ,20170725
SA0015852,5452,6,PAQ,20140831
SA0015853,5049,7,PAQ,20141013
SA0015854,5113,8,RUT,20150309
SA0015855,5113,8,RUT,20201229
SA0015856,5389,6,RUT,20220530
SA0015857,5389,6,RUT,20200808
SA0015858,0011,3,MOS,20210925
SA0015859,0018,3,MOS,20150602
SA0015860,5963,5,RUT,20210422
SA0015861,5963,5,RUT,20220303
SA0015862,5016,7,RUT,20140120
SA0015863,5016,7,RUT,20141029
SA0015864,5014,7,RUT,20200115
SA0015865,5014,7,RUT,20211118
SA0015866,5092,7,RUT,20150820
SA0015867,5901,10,RUT,20220404
SA0015868,5176,8,RUT,20160831
SA0015869,5176,8,RUT,20210712
SA0015870,5176,8,RUT,20180213
SA0015871,5193,2,RUT,20190622
SA0015872,5017,9,PAQ,20200813
SA0015873,5950,8,PAQ,20150704
SA0015874,5095,8,PAQ,20210613
SA0015875,5368,7,PAQ,20181216
SA0015876,5635,5,PAQ,20160331
SA0015877,5219,1,PAQ,20150504
SA0015878,5155,1,RUT,20180322
SA0015879,0098,3,MOS,20140615
SA0015880,5669,6,RUT,20211010
SA0015881,5669,6,RUT,20150424
SA0015882,5285,4,RUT,20220122
SA0015883,5734,5,PAQ,20170904
SA0015884,0124,10,RUT,20200222
SA0015885,5914,10,RUT,20210416
SA0015886,0147,10,RUT,20181114
SA0015887,0011,3,MOS,20190503
SA0015888,5185,2,RUT,20180922
SA0015889,5709,7,RUT,20160211
SA0015890,0024,3,RUT,20211214
SA0015891,5709,7,RUT,20150105
SA0015892,0024,3,MOS,20220128
SA0015893,5245,7,RUT,20170929
SA0015894,5245,7,RUT,20190608
SA0015895,5245,7,RUT,20160719
SA0015896,5245,7,RUT,20150201
SA0015897,5245,7,RUT,20151019
SA0015898,5245,7,RUT,20210228
SA0015899,5245,7,RUT,20190730
SA0015900,5219,1,PAQ,20140511
SA0015901,0034,3,MOS,20210410
SA0015902,0132,10,RUT,20210831
SA0015903,5819,5,PAQ,20200613
SA0015904,5113,8,PAQ,20190415
SA0015905,5851,5,RUT,20150629
SA0015906,5851,5,RUT,20140129
SA0015907,5449,9,RUT,20151009
SA0015908,5112,1,RUT,20210104
SA0015909,0007,3,MOS,20170605
SA0015910,5112,1,RUT,20200703
SA0015911,5112,1,RUT,20220610
SA0015912,5112,1,RUT,20160314
SA0015913,5112,1,RUT,20201214
SA0015914,5112,1,RUT,20170816
SA0015915,5112,1,RUT,20191116
SA0015916,5038,2,RUT,20191005
SA0015917,5038,2,RUT,20200129
SA0015918,5449,9,MOS,20170610
SA0015919,5038,2,RUT,20201125
SA0015920,5096,7,RUT,20140310
SA0015921,5096,7,RUT,20210517
SA0015922,0043,4,MOS,20200314
SA0015923,0112,0,MOS,20170427
SA0015924,5038,2,RUT,20201107
SA0015925,5038,2,RUT,20210602
SA0015926,5147,7,RUT,20200310
SA0015927,0114,3,RUT,20140515
SA0015928,0114,3,RUT,20191119
SA0015929,0093,3,RUT,20190408
SA0015930,5039,7,PAQ,20201030
SA0015931,5388,7,PAQ,20140824
SA0015932,5097,1,PAQ,20210316
SA0015933,0011,3,MOS,20201221
SA0015934,5088,4,RUT,20161015
SA0015935,5088,4,RUT,20170120
SA0015936,5038,2,PAQ,20180122
SA0015937,5195,7,RUT,20181112
SA0015938,5117,1,PAQ,20221012
SA0015939,5187,7,RUT,20201222
SA0015940,5187,7,RUT,20151229
SA0015941,5187,7,RUT,20170508
SA0015942,5615,7,PAQ,20151202
SA0015943,5392,2,RUT,20160604
SA0015944,5392,2,RUT,20210825
SA0015945,5775,7,PAQ,20191204
SA0015946,5286,1,PAQ,20151102
SA0015947,5392,2,RUT,20190129
SA0015948,5392,2,RUT,20140629
SA0015949,5392,2,RUT,20140924
SA0015950,5392,2,RUT,20171022
SA0015951,5146,1,PAQ,20201025
SA0015952,5088,4,RUT,20180504
SA0015953,5219,1,PAQ,20170816
SA0015954,5155,1,PAQ,20141230
SA0015955,5876,5,PAQ,20210302
SA0015956,5100,1,PAQ,20210511
SA0015957,5088,4,RUT,20200220
SA0015958,5088,4,RUT,20201206
SA0015959,5088,4,RUT,20180308
SA0015960,5805,6,RUT,20210911
SA0015961,5878,6,RUT,20151222
SA0015962,5098,1,RUT,20181210
SA0015963,0137,10,RUT,20141128
SA0015964,0034,3,MOS,20210213
SA0015965,5013,7,RUT,20180803
SA0015966,5013,7,RUT,20161030
SA0015967,5046,7,RUT,20160322
SA0015968,5046,7,RUT,20160715
SA0015969,5020,8,PAQ,20171025
SA0015970,5805,6,RUT,20210609
SA0015971,5028,4,PAQ,20181122
SA0015972,5028,4,PAQ,20191111
SA0015973,5610,9,PAQ,20140101
SA0015974,5743,9,PAQ,20171029
SA0015975,5178,1,PAQ,20160630
SA0015976,5370,5,PAQ,20171021
SA0015977,5014,7,PAQ,20191020
SA0015978,5048,1,PAQ,20170822
SA0015979,5686,6,PAQ,20210824
SA0015980,5241,7,PAQ,20210930
SA0015981,5452,6,PAQ,20140617
SA0015982,0024,3,MOS,20160528
SA0015983,5050,7,PAQ,20210527
SA0015984,5885,4,PAQ,20160605
SA0015985,5046,7,PAQ,20210122
SA0015986,5825,7,PAQ,20200818
SA0015987,5020,8,PAQ,20210915
SA0015988,5038,2,PAQ,20190521
SA0015989,5018,7,PAQ,20160606
SA0015990,5192,7,RUT,20180225
SA0015991,5723,9,PAQ,20160822
SA0015992,5026,2,PAQ,20160229
SA0015993,5490,4,PAQ,20140311
SA0015994,5050,7,PAQ,20150618
SA0015995,5221,7,PAQ,20190317
SA0015996,5645,6,PAQ,20160818
SA0015997,5038,2,PAQ,20180815
SA0015998,5049,7,PAQ,20221110
SA0015999,5291,4,RUT,20140412
SA0016000,5291,4,RUT,20180218
SA0016001,5128,2,RUT,20191127
SA0016002,5693,8,RUT,20170514
SA0016003,0124,10,RUT,20220117
SA0016004,5662,8,RUT,20161221
SA0016005,5001,7,RUT,20190713
SA0016006,5001,7,RUT,20220909
SA0016007,9999,0,RUT,20140808
SA0016008,5542,5,RUT,20160417
SA0016009,5103,8,RUT,20170622
SA0016010,5103,8,RUT,20140112
SA0016011,5662,8,RUT,20220126
SA0016012,5343,8,RUT,20220121
SA0016013,5343,8,RUT,20180829
SA0016014,5942,8,RUT,20171106
SA0016015,0121,3,MOS,20140131
SA0016016,5638,1,RUT,20210211
SA0016017,5638,1,RUT,20181210
SA0016018,5638,1,RUT,20220907
SA0016019,5638,1,RUT,20180826
SA0016020,5370,5,RUT,20200204
SA0016021,0018,3,MOS,20150627
SA0016022,0018,3,MOS,20140522
SA0016023,5194,5,PAQ,20210530
SA0016024,5019,7,PAQ,20140730
SA0016025,5885,4,RUT,20201020
SA0016026,5962,6,PAQ,20220723
SA0016027,5885,4,RUT,20201222
SA0016028,5199,9,PAQ,20210801
SA0016029,5704,6,PAQ,20141217
SA0016030,5113,8,PAQ,20201128
SA0016031,0107,4,MOS,20160902
SA0016032,5640,8,RUT,20220622
SA0016033,5640,8,RUT,20191113
SA0016034,5131,1,RUT,20220918
SA0016035,5131,1,RUT,20210209
SA0016036,5214,4,RUT,20210925
SA0016037,5214,4,RUT,20210929
SA0016038,5214,4,RUT,20221123
SA0016039,5950,8,RUT,20211206
SA0016040,5950,8,RUT,20190225
SA0016041,5950,8,RUT,20210606
SA0016042,0146,10,RUT,20140506
SA0016043,5034,8,RUT,20180806
SA0016044,5034,8,RUT,20140321
SA0016045,5034,8,RUT,20200324
SA0016046,5639,8,RUT,20220311
SA0016047,5687,4,RUT,20171213
SA0016048,0098,3,MOS,20200220
SA0016049,5260,8,RUT,20150115
SA0016050,0024,3,MOS,20160212
SA0016051,0112,0,MOS,20160602
SA0016052,5150,1,RUT,20171211
SA0016053,5150,1,RUT,20190703
SA0016054,5049,7,PAQ,20180429
SA0016055,5191,9,PAQ,20170428
SA0016056,5150,1,RUT,20210106
SA0016057,5076,8,PAQ,20210719
SA0016058,5150,1,RUT,20140306
SA0016059,5076,8,PAQ,20190402
SA0016060,5044,2,RUT,20151015
SA0016061,0114,3,RUT,20200304
SA0016062,0114,3,RUT,20221126
SA0016063,0114,3,RUT,20140516
SA0016064,5272,8,PAQ,20201124
SA0016065,5862,9,PAQ,20210616
SA0016066,5081,2,RUT,20210905
SA0016067,5081,2,RUT,20141214
SA0016068,5057,2,RUT,20201228
SA0016069,5132,1,RUT,20180524
SA0016070,0105,3,MOS,20180806
SA0016071,5036,2,RUT,20151030
SA0016072,5036,2,RUT,20210723
SA0016073,5146,1,PAQ,20170626
SA0016074,5020,8,PAQ,20220517
SA0016075,5038,2,PAQ,20190112
SA0016076,5038,2,PAQ,20170430
SA0016077,0083,3,MOS,20170201
SA0016078,0024,3,MOS,20190922
SA0016079,5097,1,PAQ,20150522
SA0016080,5641,1,PAQ,20171012
SA0016081,5661,1,PAQ,20180103
SA0016082,5046,7,PAQ,20170422
SA0016083,5199,9,PAQ,20160603
SA0016084,5028,4,PAQ,20170124
SA0016085,0024,3,MOS,20200302
SA0016086,5885,4,PAQ,20180715
SA0016087,5449,9,RUT,20190505
SA0016088,5097,1,PAQ,20220601
SA0016089,5211,4,PAQ,20221110
SA0016090,5219,1,PAQ,20190919
SA0016091,5819,5,PAQ,20201109
SA0016092,5048,1,PAQ,20190112
SA0016093,5088,4,PAQ,20221011
SA0016094,5686,6,PAQ,20180407
SA0016095,5452,6,PAQ,20171106
SA0016096,5020,8,PAQ,20210808
SA0016097,5195,7,PAQ,20180614
SA0016098,5049,7,PAQ,20150414
SA0016099,0124,10,MOS,20191202
SA0016100,0142,10,MOS,20190824
SA0016101,5081,2,RUT,20170521
SA0016102,5852,4,MOS,20210105
SA0016103,5081,2,RUT,20140909
SA0016104,5603,4,RUT,20150803
SA0016105,5603,4,RUT,20170519
SA0016106,5453,1,RUT,20160303
SA0016107,5453,1,RUT,20141228
SA0016108,5453,1,RUT,20171004
SA0016109,5453,1,RUT,20191225
SA0016110,0117,10,RUT,20200417
SA0016111,5453,1,RUT,20150420
SA0016112,5453,1,RUT,20170204
SA0016113,5603,4,RUT,20200223
SA0016114,5388,7,RUT,20221106
SA0016115,5388,7,RUT,20210127
SA0016116,5388,7,RUT,20140128
SA0016117,5671,7,RUT,20210601
SA0016118,5671,7,RUT,20140606
SA0016119,5135,1,RUT,20201229
SA0016120,5135,1,RUT,20180704
SA0016121,0043,4,MOS,20210129
SA0016122,0105,3,MOS,20190227
SA0016123,5050,7,RUT,20160118
SA0016124,5050,7,RUT,20220606
SA0016125,0018,3,MOS,20140529
SA0016126,5053,2,RUT,20200119
SA0016127,5053,2,RUT,20140102
SA0016128,5603,4,RUT,20141220
SA0016129,5223,1,RUT,20140609
SA0016130,5223,1,RUT,20160926
SA0016131,5285,4,RUT,20160923
SA0016132,5285,4,RUT,20200727
SA0016133,5862,9,PAQ,20171023
SA0016134,5009,7,PAQ,20140621
SA0016135,0006,3,RUT,20150110
SA0016136,5825,7,PAQ,20200805
SA0016137,5285,4,RUT,20150927
SA0016138,5285,4,RUT,20151030
SA0016139,5285,4,RUT,20220927
SA0016140,5285,4,RUT,20140824
SA0016141,5285,4,RUT,20191120
SA0016142,0135,10,RUT,20140330
SA0016143,0124,10,RUT,20190829
SA0016144,5790,9,PAQ,20140111
SA0016145,0147,10,RUT,20161030
SA0016146,5876,5,PAQ,20180711
SA0016147,5103,8,PAQ,20190412
SA0016148,5840,7,PAQ,20170217
SA0016149,0112,0,MOS,20210120
SA0016150,5978,2,RUT,20150305
SA0016151,5978,2,RUT,20180924
SA0016152,5054,2,RUT,20170107
SA0016153,5259,8,RUT,20170728
SA0016154,5031,8,RUT,20150828
SA0016155,5031,8,RUT,20220317
SA0016156,5031,8,RUT,20211130
SA0016157,5793,9,RUT,20190311
SA0016158,0114,3,RUT,20220411
SA0016159,0114,3,RUT,20190816
SA0016160,5673,6,PAQ,20211220
SA0016161,5080,2,RUT,20140211
SA0016162,5080,2,RUT,20150825
SA0016163,5195,7,PAQ,20171102
SA0016164,5080,2,RUT,20210610
SA0016165,5039,7,PAQ,20180704
SA0016166,5080,2,RUT,20150311
SA0016167,5038,2,PAQ,20181031
SA0016168,5080,2,RUT,20221121
SA0016169,5040,7,PAQ,20220513
SA0016170,5080,2,RUT,20210104
SA0016171,5080,2,RUT,20151113
SA0016172,5080,2,RUT,20210421
SA0016173,5080,2,RUT,20210811
SA0016174,5040,7,PAQ,20190705
SA0016175,5862,9,PAQ,20140420
SA0016176,5009,7,PAQ,20160927
SA0016177,5825,7,PAQ,20220313
SA0016178,5790,9,PAQ,20161130
SA0016179,5876,5,PAQ,20171202
SA0016180,5103,8,PAQ,20150523
SA0016181,5840,7,PAQ,20140506
SA0016182,5673,6,PAQ,20160715
SA0016183,5195,7,PAQ,20160124
SA0016184,5039,7,PAQ,20161013
SA0016185,5038,2,PAQ,20170409
SA0016186,5097,1,PAQ,20201023
SA0016187,5048,1,PAQ,20150321
SA0016188,5155,1,PAQ,20160804
SA0016189,5885,4,PAQ,20140324
SA0016190,5091,1,PAQ,20160616
SA0016191,5073,9,PAQ,20150729
SA0016192,5146,1,PAQ,20180214
SA0016193,5018,7,PAQ,20210429
SA0016194,0024,3,MOS,20210804
SA0016195,0024,3,MOS,20200520
SA0016196,5020,8,RUT,20140222
SA0016197,5020,8,RUT,20181015
SA0016198,0124,10,RUT,20200508
SA0016199,5616,5,RUT,20201211
SA0016200,0105,3,MOS,20190110
SA0016201,5049,7,PAQ,20180927
SA0016202,5049,7,PAQ,20150404
SA0016203,0106,3,MOS,20150409
SA0016204,5046,7,PAQ,20160307
SA0016205,5200,8,PAQ,20150113
SA0016206,5026,2,PAQ,20140516
SA0016207,5669,6,PAQ,20210709
SA0016208,5885,4,PAQ,20190203
SA0016209,5088,4,PAQ,20210122
SA0016210,5018,7,PAQ,20171030
SA0016211,5038,2,PAQ,20220328
SA0016212,5020,8,PAQ,20180404
SA0016213,5028,4,PAQ,20210614
SA0016214,5452,6,PAQ,20141113
SA0016215,5950,8,PAQ,20160428
SA0016216,5980,5,PAQ,20170607
SA0016217,5080,2,RUT,20221227
SA0016218,5080,2,RUT,20180219
SA0016219,5080,2,RUT,20140217
SA0016220,5409,8,RUT,20141210
SA0016221,5409,8,RUT,20200914
SA0016222,5409,8,RUT,20170705
SA0016223,5827,2,RUT,20140920
SA0016224,5827,2,RUT,20160927
SA0016225,5266,2,RUT,20140922
SA0016226,5418,2,RUT,20160903
SA0016227,5418,2,RUT,20200412
SA0016228,5941,5,RUT,20210512
SA0016229,5286,1,RUT,20190725
SA0016230,5086,8,RUT,20180222
SA0016231,5799,9,RUT,20150812
SA0016232,5555,4,RUT,20190628
SA0016233,0105,3,MOS,20160930
SA0016234,5202,8,RUT,20190108
SA0016235,5202,8,RUT,20190407
SA0016236,0105,3,MOS,20140607
SA0016237,0018,3,MOS,20161018
SA0016238,0124,10,RUT,20180820
SA0016239,0117,10,RUT,20201104
SA0016240,5082,2,RUT,20180205
SA0016241,5082,2,RUT,20220420
SA0016242,5082,2,RUT,20220520
SA0016243,5082,2,RUT,20180826
SA0016244,5082,2,RUT,20170518
SA0016245,5074,8,RUT,20140618
SA0016246,5064,8,RUT,20220817
SA0016247,5204,8,RUT,20140926
SA0016248,5051,8,RUT,20200710
SA0016249,5051,8,RUT,20220725
SA0016250,5075,8,RUT,20200323
SA0016251,5075,8,RUT,20150513
SA0016252,5623,0,MOS,20160803
SA0016253,0006,3,RUT,20150315
SA0016254,0093,3,RUT,20190705
SA0016255,0043,4,MOS,20201207
SA0016256,5661,1,PAQ,20180523
SA0016257,5104,8,RUT,20201119
SA0016258,5040,7,PAQ,20221022
SA0016259,5214,4,PAQ,20190907
SA0016260,5104,8,RUT,20170609
SA0016261,5825,7,PAQ,20180824
SA0016262,5104,8,RUT,20221028
SA0016263,5550,4,PAQ,20190717
SA0016264,5449,9,MOS,20181018
SA0016265,5449,9,MOS,20160601
SA0016266,5450,4,RUT,20191127
SA0016267,5884,5,RUT,20160528
SA0016268,5767,8,RUT,20200112
SA0016269,0024,3,MOS,20180507
SA0016270,0114,3,RUT,20200624
SA0016271,0114,3,RUT,20141208
SA0016272,5641,1,RUT,20160608
SA0016273,5641,1,RUT,20150227
SA0016274,5641,1,RUT,20210729
SA0016275,5641,1,RUT,20150210
SA0016276,5981,6,RUT,20151215
SA0016277,5230,8,RUT,20140418
SA0016278,5230,8,RUT,20150622
SA0016279,5959,10,RUT,20150224
SA0016280,5191,9,PAQ,20150710
SA0016281,5186,7,PAQ,20170512
SA0016282,5392,2,PAQ,20181007
SA0016283,5049,7,PAQ,20150320
SA0016284,5860,9,PAQ,20150510
SA0016285,5214,4,PAQ,20180210
SA0016286,5893,8,PAQ,20180308
SA0016287,5885,4,PAQ,20171201
